sale_id,sale_date,store_id,product_id,quantity
SALE003189,2024-04-21,ST090,P039,4
SALE003190,2024-01-19,ST055,P603,1
SALE003191,2023-10-09,ST032,P370,1
SALE003192,2025-02-18,ST047,P519,1
SALE003193,2024-07-11,ST087,P009,3
SALE003194,2025-02-25,ST086,P528,2
SALE003195,2024-03-01,ST078,P358,1
SALE003196,2025-06-22,ST088,P131,1
SALE003197,2024-12-22,ST032,P492,2
SALE003198,2025-02-18,ST085,P703,1
SALE003199,2024-09-04,ST015,P626,4
SALE003200,2023-10-28,ST051,P574,1
SALE003201,2024-09-08,ST011,P413,1
SALE003202,2025-02-28,ST055,P143,1
SALE003203,2025-04-13,ST055,P205,1
SALE003204,2024-06-11,ST039,P398,1
SALE003205,2024-10-26,ST069,P537,2
SALE003206,2023-11-09,ST076,P253,4
SALE003207,2024-12-17,ST097,P747,2
SALE003208,2024-09-16,ST094,P718,1
SALE003209,2024-11-04,ST014,P521,4
SALE003210,2024-02-17,ST019,P213,1
SALE003211,2024-08-25,ST096,P330,1
SALE003212,2024-09-01,ST040,P002,1
SALE003213,2025-07-18,ST022,P688,1
SALE003214,2024-08-09,ST001,P091,1
SALE003215,2024-07-28,ST100,P562,5
SALE003216,2023-11-04,ST054,P537,6
SALE003217,2023-09-20,ST056,P143,1
SALE003218,2024-12-18,ST048,P161,2
SALE003219,2024-11-03,ST018,P165,2
SALE003220,2025-04-16,ST024,P398,1
SALE003221,2024-01-30,ST015,P357,1
SALE003222,2024-12-13,ST024,P167,6
SALE003223,2025-08-06,ST024,P669,1
SALE003224,2024-06-22,ST025,P211,2
SALE003225,2025-06-18,ST057,P515,1
SALE003226,2024-12-17,ST080,P105,2
SALE003227,2025-02-09,ST082,P143,1
SALE003228,2024-05-03,ST038,P064,1
SALE003229,2025-08-28,ST016,P226,1
SALE003230,2024-03-30,ST044,P009,1
SALE003231,2024-03-05,ST031,P370,1
SALE003232,2024-11-15,ST087,P614,2
SALE003233,2024-01-21,ST008,P213,1
SALE003234,2024-12-13,ST086,P485,2
SALE003235,2024-03-14,ST013,P170,1
SALE003236,2024-05-24,ST049,P492,1
SALE003237,2024-08-16,ST098,P213,2
SALE003238,2025-09-02,ST061,P614,3
SALE003239,2025-02-27,ST055,P273,3
SALE003240,2024-11-07,ST044,P900,2
SALE003241,2024-03-27,ST031,P846,4
SALE003242,2024-09-27,ST049,P494,1
SALE003243,2024-11-24,ST046,P724,2
SALE003244,2024-08-07,ST013,P001,1
SALE003245,2025-03-15,ST090,P334,1
SALE003246,2024-03-19,ST004,P492,1
SALE003247,2024-07-17,ST068,P238,3
SALE003248,2024-12-11,ST097,P674,2
SALE003249,2024-01-20,ST048,P358,1
SALE003250,2024-02-25,ST088,P537,2
SALE003251,2023-09-07,ST066,P346,1
SALE003252,2025-01-14,ST001,P895,2
SALE003253,2025-07-16,ST003,P521,1
SALE003254,2024-09-04,ST095,P266,1
SALE003255,2024-11-21,ST057,P185,4
SALE003256,2023-09-09,ST052,P603,1
SALE003257,2024-06-14,ST011,P292,2
SALE003258,2024-11-30,ST085,P711,2
SALE003259,2023-12-14,ST013,P603,2
SALE003260,2024-03-31,ST038,P494,1
SALE003261,2025-05-09,ST092,P129,1
SALE003262,2024-01-30,ST067,P747,1
SALE003263,2024-04-19,ST092,P401,2
SALE003264,2023-10-14,ST064,P657,1
SALE003265,2024-03-28,ST039,P695,3
SALE003266,2023-11-23,ST060,P143,2
SALE003267,2024-03-09,ST058,P859,1
SALE003268,2024-05-12,ST062,P540,1
SALE003269,2024-04-24,ST031,P191,2
SALE003270,2025-02-23,ST097,P846,1
SALE003271,2024-03-20,ST014,P354,3
SALE003272,2024-12-23,ST004,P140,4
SALE003273,2024-04-26,ST050,P617,1
SALE003274,2024-11-14,ST029,P595,2
SALE003275,2023-09-14,ST086,P370,1
SALE003276,2024-11-21,ST086,P121,2
SALE003277,2025-03-23,ST069,P521,2
SALE003278,2025-01-02,ST012,P646,1
SALE003279,2025-05-14,ST043,P720,1
SALE003280,2024-05-03,ST074,P617,1
SALE003281,2024-04-23,ST077,P053,2
SALE003282,2023-12-02,ST049,P794,6
SALE003283,2023-12-07,ST095,P598,6
SALE003284,2025-06-27,ST083,P640,2
SALE003285,2024-10-17,ST030,P177,1
SALE003286,2024-07-05,ST038,P067,1
SALE003287,2024-12-23,ST012,P279,6
SALE003288,2025-05-18,ST025,P606,1
SALE003289,2025-04-13,ST074,P307,2
SALE003290,2025-06-15,ST049,P483,3
SALE003291,2024-12-07,ST040,P052,2
SALE003292,2024-08-21,ST069,P161,1
SALE003293,2025-02-16,ST050,P887,1
SALE003294,2025-08-09,ST041,P626,2
SALE003295,2024-01-01,ST067,P540,1
SALE003296,2024-09-25,ST076,P177,2
SALE003297,2025-07-15,ST002,P450,1
SALE003298,2023-12-16,ST059,P259,2
SALE003299,2025-04-10,ST038,P700,2
SALE003300,2024-09-27,ST088,P358,1
SALE003301,2025-01-24,ST077,P244,1
SALE003302,2025-03-02,ST096,P541,1
SALE003303,2024-09-27,ST090,P010,1
SALE003304,2024-01-07,ST041,P253,3
SALE003305,2025-08-25,ST016,P226,1
SALE003306,2024-11-13,ST091,P480,2
SALE003307,2024-12-25,ST081,P693,4
SALE003308,2024-08-24,ST038,P567,4
SALE003309,2023-11-27,ST008,P891,2
SALE003310,2025-01-16,ST043,P135,3
SALE003311,2024-02-22,ST027,P705,2
SALE003312,2025-07-12,ST090,P603,1
SALE003313,2024-11-09,ST100,P154,4
SALE003314,2025-03-31,ST094,P327,1
SALE003315,2024-04-18,ST085,P794,1
SALE003316,2023-11-15,ST003,P454,2
SALE003317,2025-02-26,ST044,P347,2
SALE003318,2024-08-08,ST045,P614,2
SALE003319,2024-11-01,ST010,P428,4
SALE003320,2025-06-07,ST037,P562,2
SALE003321,2025-06-26,ST090,P711,1
SALE003322,2023-11-23,ST051,P091,2
SALE003323,2024-06-08,ST042,P609,5
SALE003324,2024-08-28,ST007,P705,3
SALE003325,2024-02-13,ST059,P537,3
SALE003326,2024-01-17,ST018,P355,1
SALE003327,2024-02-06,ST062,P245,1
SALE003328,2024-08-25,ST027,P175,3
SALE003329,2025-05-15,ST026,P603,1
SALE003330,2024-03-23,ST002,P299,5
SALE003331,2025-08-04,ST014,P547,1
SALE003332,2023-10-02,ST049,P858,2
SALE003333,2023-12-18,ST087,P703,2
SALE003334,2024-05-18,ST013,P299,4
SALE003335,2023-10-20,ST023,P846,1
SALE003336,2025-05-30,ST066,P528,3
SALE003337,2023-12-20,ST056,P869,2
SALE003338,2025-08-26,ST081,P598,1
SALE003339,2024-09-26,ST005,P121,2
SALE003340,2023-10-23,ST063,P251,1
SALE003341,2023-09-23,ST077,P859,1
SALE003342,2025-01-14,ST084,P607,1
SALE003343,2025-02-02,ST100,P562,1
SALE003344,2023-12-15,ST100,P360,6
SALE003345,2025-06-23,ST049,P226,1
SALE003346,2023-10-25,ST084,P356,1
SALE003347,2025-01-13,ST016,P115,1
SALE003348,2025-03-30,ST016,P378,1
SALE003349,2024-05-19,ST086,P794,1
SALE003350,2025-08-21,ST003,P488,1
SALE003351,2025-05-20,ST074,P375,3
SALE003352,2024-11-11,ST096,P076,2
SALE003353,2024-07-04,ST076,P154,2
SALE003354,2023-11-20,ST083,P567,6
SALE003355,2025-05-02,ST074,P121,2
SALE003356,2024-10-28,ST009,P584,3
SALE003357,2024-10-31,ST024,P334,3
SALE003358,2024-01-26,ST003,P327,1
SALE003359,2024-09-14,ST069,P640,3
SALE003360,2024-11-25,ST063,P053,6
SALE003361,2025-01-21,ST069,P584,3
SALE003362,2024-11-23,ST016,P609,4
SALE003363,2023-11-22,ST085,P766,2
SALE003364,2025-02-14,ST077,P562,1
SALE003365,2025-07-13,ST072,P356,6
SALE003366,2025-06-20,ST016,P015,3
SALE003367,2025-03-26,ST074,P169,1
SALE003368,2025-06-07,ST012,P466,1
SALE003369,2024-10-09,ST097,P010,1
SALE003370,2025-05-26,ST016,P401,3
SALE003371,2023-09-30,ST070,P149,1
SALE003372,2023-12-25,ST032,P251,2
SALE003373,2024-02-14,ST067,P774,2
SALE003374,2024-10-25,ST085,P449,1
SALE003375,2024-10-22,ST018,P483,3
SALE003376,2025-04-06,ST041,P419,2
SALE003377,2024-08-22,ST078,P450,1
SALE003378,2024-01-21,ST027,P560,3
SALE003379,2023-11-13,ST006,P186,2
SALE003380,2025-01-16,ST025,P129,1
SALE003381,2024-07-15,ST028,P859,1
SALE003382,2024-07-29,ST078,P463,1
SALE003383,2025-03-14,ST076,P299,2
SALE003384,2024-03-19,ST094,P513,1
SALE003385,2024-01-22,ST010,P454,1
SALE003386,2024-12-28,ST034,P322,2
SALE003387,2024-06-26,ST021,P334,1
SALE003388,2025-05-10,ST033,P547,3
SALE003389,2024-01-22,ST019,P449,1
SALE003390,2025-01-10,ST010,P517,1
SALE003391,2023-11-13,ST035,P898,2
SALE003392,2024-11-16,ST090,P528,6
SALE003393,2024-04-19,ST048,P466,1
SALE003394,2024-07-08,ST083,P688,1
SALE003395,2023-10-03,ST078,P143,1
SALE003396,2025-01-25,ST020,P260,1
SALE003397,2024-08-31,ST056,P322,1
SALE003398,2025-08-15,ST078,P194,1
SALE003399,2024-04-06,ST035,P121,1
SALE003400,2025-05-15,ST088,P454,1
SALE003401,2024-03-25,ST009,P268,1
SALE003402,2024-08-17,ST047,P794,2
SALE003403,2024-11-08,ST019,P718,2
SALE003404,2025-06-19,ST029,P226,1
SALE003405,2025-06-03,ST013,P317,1
SALE003406,2024-06-16,ST029,P322,1
SALE003407,2025-04-08,ST014,P640,1
SALE003408,2024-08-18,ST023,P428,2
SALE003409,2024-01-10,ST076,P688,1
SALE003410,2025-06-09,ST063,P086,1
SALE003411,2024-04-06,ST045,P563,1
SALE003412,2024-06-17,ST037,P460,3
SALE003413,2025-09-02,ST078,P091,1
SALE003414,2023-10-04,ST007,P146,2
SALE003415,2024-12-23,ST024,P279,6
SALE003416,2025-02-22,ST087,P869,1
SALE003417,2024-01-05,ST069,P463,1
SALE003418,2024-06-27,ST052,P370,1
SALE003419,2024-01-16,ST017,P211,3
SALE003420,2025-02-27,ST066,P583,3
SALE003421,2024-01-16,ST017,P129,1
SALE003422,2024-03-06,ST073,P603,1
SALE003423,2025-04-03,ST007,P805,1
SALE003424,2024-11-05,ST082,P875,2
SALE003425,2024-07-21,ST091,P637,3
SALE003426,2024-11-30,ST078,P347,4
SALE003427,2024-03-18,ST024,P354,2
SALE003428,2024-08-22,ST060,P398,1
SALE003429,2024-07-20,ST036,P859,1
SALE003430,2024-12-25,ST067,P846,4
SALE003431,2025-06-15,ST040,P521,1
SALE003432,2025-08-27,ST040,P344,1
SALE003433,2025-06-30,ST041,P705,1
SALE003434,2025-01-24,ST010,P601,1
SALE003435,2023-11-17,ST012,P143,2
SALE003436,2025-01-14,ST008,P064,1
SALE003437,2025-05-31,ST037,P463,1
SALE003438,2024-02-06,ST064,P669,1
SALE003439,2023-09-12,ST002,P865,1
SALE003440,2023-09-22,ST055,P547,3
SALE003441,2024-05-01,ST018,P375,3
SALE003442,2024-11-13,ST088,P898,2
SALE003443,2024-03-29,ST069,P563,1
SALE003444,2025-05-19,ST052,P003,1
SALE003445,2023-10-08,ST025,P794,3
SALE003446,2025-07-17,ST001,P584,3
SALE003447,2025-05-18,ST069,P609,2
SALE003448,2025-05-22,ST095,P537,3
SALE003449,2024-12-03,ST088,P494,2
SALE003450,2025-04-14,ST078,P357,1
SALE003451,2023-11-26,ST087,P821,2
SALE003452,2024-08-25,ST098,P419,1
SALE003453,2023-09-12,ST023,P060,1
SALE003454,2024-02-10,ST018,P408,1
SALE003455,2025-03-30,ST007,P347,2
SALE003456,2024-05-06,ST022,P315,1
SALE003457,2024-03-20,ST015,P273,3
SALE003458,2025-08-22,ST032,P695,1
SALE003459,2024-01-25,ST038,P251,1
SALE003460,2024-02-24,ST038,P213,1
SALE003461,2025-04-24,ST095,P519,1
SALE003462,2025-06-21,ST051,P175,2
SALE003463,2025-07-09,ST083,P413,3
SALE003464,2025-05-25,ST060,P761,1
SALE003465,2024-01-09,ST063,P039,1
SALE003466,2025-06-29,ST079,P360,6
SALE003467,2024-04-06,ST046,P105,1
SALE003468,2023-09-23,ST045,P761,1
SALE003469,2023-09-25,ST024,P334,1
SALE003470,2023-12-18,ST013,P352,2
SALE003471,2024-09-26,ST011,P428,1
SALE003472,2023-10-02,ST053,P121,2
SALE003473,2023-10-20,ST001,P140,3
SALE003474,2024-08-04,ST033,P177,2
SALE003475,2025-05-20,ST048,P251,1
SALE003476,2024-05-13,ST055,P761,1
SALE003477,2023-11-19,ST069,P671,2
SALE003478,2024-03-10,ST057,P537,2
SALE003479,2025-06-08,ST021,P124,3
SALE003480,2024-01-26,ST056,P001,1
SALE003481,2024-09-20,ST091,P165,1
SALE003482,2023-10-12,ST025,P244,1
SALE003483,2024-12-10,ST018,P330,2
SALE003484,2024-11-25,ST096,P268,2
SALE003485,2025-01-23,ST021,P541,1
SALE003486,2024-08-02,ST062,P865,1
SALE003487,2024-08-12,ST035,P121,2
SALE003488,2024-01-19,ST071,P396,1
SALE003489,2024-01-28,ST088,P584,2
SALE003490,2025-06-12,ST097,P615,1
SALE003491,2025-04-10,ST052,P398,1
SALE003492,2024-04-27,ST095,P703,2
SALE003493,2025-03-28,ST017,P105,1
SALE003494,2024-01-18,ST014,P646,1
SALE003495,2024-08-08,ST017,P140,3
SALE003496,2024-09-10,ST002,P617,1
SALE003497,2024-10-06,ST031,P037,3
SALE003498,2025-06-09,ST055,P878,8
SALE003499,2025-03-16,ST002,P354,2
SALE003500,2024-03-24,ST037,P377,1
SALE003501,2023-11-05,ST098,P352,6
SALE003502,2023-09-26,ST020,P601,1
SALE003503,2024-11-03,ST024,P194,2
SALE003504,2024-09-12,ST099,P115,1
SALE003505,2024-02-07,ST034,P896,1
SALE003506,2024-05-06,ST086,P688,1
SALE003507,2023-09-24,ST026,P370,1
SALE003508,2024-08-19,ST014,P563,1
SALE003509,2024-08-18,ST065,P494,1
SALE003510,2024-05-02,ST025,P896,3
SALE003511,2023-11-02,ST081,P521,2
SALE003512,2024-04-30,ST016,P122,1
SALE003513,2024-08-12,ST036,P895,1
SALE003514,2025-08-21,ST055,P003,1
SALE003515,2025-06-04,ST026,P076,1
SALE003516,2024-06-26,ST007,P322,1
SALE003517,2024-10-26,ST068,P253,3
SALE003518,2024-05-30,ST030,P175,2
SALE003519,2025-03-28,ST062,P042,2
SALE003520,2024-07-22,ST083,P037,1
SALE003521,2024-10-18,ST035,P307,2
SALE003522,2024-02-26,ST092,P347,2
SALE003523,2025-03-19,ST007,P154,1
SALE003524,2025-02-15,ST007,P537,2
SALE003525,2025-03-28,ST028,P244,1
SALE003526,2025-01-12,ST036,P794,1
SALE003527,2025-08-29,ST056,P161,1
SALE003528,2024-10-03,ST063,P307,2
SALE003529,2024-06-01,ST015,P091,1
SALE003530,2024-01-03,ST002,P551,1
SALE003531,2025-08-03,ST099,P715,1
SALE003532,2023-09-23,ST043,P299,3
SALE003533,2024-04-02,ST096,P637,3
SALE003534,2024-02-14,ST078,P313,3
SALE003535,2024-07-13,ST036,P170,2
SALE003536,2025-07-03,ST012,P754,3
SALE003537,2024-02-28,ST017,P517,1
SALE003538,2023-10-10,ST078,P121,3
SALE003539,2023-11-30,ST084,P688,2
SALE003540,2024-05-29,ST025,P567,1
SALE003541,2025-09-03,ST010,P846,5
SALE003542,2025-07-06,ST044,P251,1
SALE003543,2025-08-23,ST061,P895,1
SALE003544,2024-02-28,ST069,P597,1
SALE003545,2025-04-04,ST006,P122,2
SALE003546,2025-06-14,ST071,P583,3
SALE003547,2024-05-24,ST045,P763,2
SALE003548,2025-05-13,ST081,P595,1
SALE003549,2024-10-26,ST056,P059,1
SALE003550,2023-11-24,ST054,P419,6
SALE003551,2024-05-06,ST003,P143,1
SALE003552,2025-02-03,ST036,P562,2
SALE003553,2024-12-01,ST038,P022,6
SALE003554,2024-02-01,ST008,P646,1
SALE003555,2024-03-23,ST089,P161,1
SALE003556,2024-11-23,ST051,P396,2
SALE003557,2023-10-23,ST069,P718,1
SALE003558,2023-09-26,ST010,P143,1
SALE003559,2023-10-22,ST097,P404,1
SALE003560,2024-08-14,ST072,P637,2
SALE003561,2025-02-21,ST078,P226,1
SALE003562,2024-05-15,ST024,P001,1
SALE003563,2024-01-31,ST074,P175,3
SALE003564,2025-03-22,ST002,P747,1
SALE003565,2025-08-14,ST066,P358,1
SALE003566,2024-08-02,ST091,P595,1
SALE003567,2024-11-09,ST034,P251,2
SALE003568,2024-09-12,ST029,P247,1
SALE003569,2024-10-04,ST035,P463,1
SALE003570,2024-07-13,ST022,P177,3
SALE003571,2023-10-02,ST031,P245,3
SALE003572,2023-10-04,ST019,P846,3
SALE003573,2023-12-26,ST018,P226,2
SALE003574,2024-06-28,ST007,P526,1
SALE003575,2025-05-15,ST032,P895,1
SALE003576,2023-11-30,ST069,P115,2
SALE003577,2024-07-10,ST084,P292,3
SALE003578,2023-11-05,ST048,P266,2
SALE003579,2024-05-07,ST091,P754,1
SALE003580,2023-11-22,ST034,P598,4
SALE003581,2024-05-04,ST079,P247,1
SALE003582,2023-12-29,ST008,P513,2
SALE003583,2025-03-22,ST002,P690,1
SALE003584,2023-10-21,ST029,P601,1
SALE003585,2024-02-02,ST036,P152,1
SALE003586,2025-02-02,ST003,P450,1
SALE003587,2025-04-22,ST100,P842,3
SALE003588,2024-05-29,ST014,P598,3
SALE003589,2025-01-30,ST049,P846,3
SALE003590,2023-12-03,ST081,P521,6
SALE003591,2024-07-15,ST027,P688,1
SALE003592,2025-02-12,ST029,P263,1
SALE003593,2024-10-20,ST075,P517,1
SALE003594,2025-08-16,ST097,P330,1
SALE003595,2023-10-05,ST058,P182,1
SALE003596,2024-04-30,ST093,P354,1
SALE003597,2024-02-02,ST062,P076,1
SALE003598,2023-10-02,ST024,P360,1
SALE003599,2024-05-08,ST025,P479,3
SALE003600,2024-03-26,ST024,P528,1
SALE003601,2025-04-06,ST040,P143,1
SALE003602,2025-05-22,ST023,P688,1
SALE003603,2025-06-08,ST088,P494,1
SALE003604,2024-04-05,ST009,P129,1
SALE003605,2024-11-04,ST055,P191,8
SALE003606,2024-02-18,ST013,P598,1
SALE003607,2024-04-01,ST094,P609,1
SALE003608,2024-02-20,ST078,P095,1
SALE003609,2025-03-01,ST050,P004,1
SALE003610,2025-07-26,ST002,P615,1
SALE003611,2025-06-22,ST083,P842,1
SALE003612,2024-08-16,ST032,P626,3
SALE003613,2023-10-12,ST019,P842,3
SALE003614,2025-03-20,ST002,P646,1
SALE003615,2024-09-07,ST002,P859,1
SALE003616,2024-09-01,ST014,P451,3
SALE003617,2025-01-11,ST091,P064,1
SALE003618,2024-01-21,ST018,P375,3
SALE003619,2024-04-19,ST057,P674,1
SALE003620,2024-06-03,ST040,P273,1
SALE003621,2025-07-02,ST032,P039,3
SALE003622,2025-05-18,ST081,P451,1
SALE003623,2023-09-18,ST006,P099,2
SALE003624,2025-05-22,ST014,P405,1
SALE003625,2024-04-06,ST054,P129,1
SALE003626,2023-10-13,ST029,P004,1
SALE003627,2024-04-17,ST055,P324,2
SALE003628,2024-01-01,ST084,P244,1
SALE003629,2025-03-05,ST088,P322,1
SALE003630,2024-06-06,ST092,P690,1
SALE003631,2023-10-18,ST015,P396,1
SALE003632,2025-05-30,ST015,P177,2
SALE003633,2024-03-22,ST046,P060,1
SALE003634,2024-08-16,ST043,P121,1
SALE003635,2025-01-15,ST006,P492,1
SALE003636,2024-06-10,ST023,P352,2
SALE003637,2025-07-29,ST077,P154,2
SALE003638,2025-08-22,ST020,P763,3
SALE003639,2024-07-04,ST039,P513,1
SALE003640,2024-11-26,ST037,P292,2
SALE003641,2023-10-07,ST035,P805,1
SALE003642,2024-08-07,ST085,P310,3
SALE003643,2024-10-24,ST092,P657,1
SALE003644,2024-07-07,ST001,P715,1
SALE003645,2025-04-04,ST020,P637,1
SALE003646,2023-10-04,ST041,P131,1
SALE003647,2024-11-06,ST058,P598,4
SALE003648,2025-01-01,ST009,P115,1
SALE003649,2024-07-04,ST055,P865,1
SALE003650,2023-09-26,ST036,P129,1
SALE003651,2025-03-21,ST042,P896,1
SALE003652,2024-03-02,ST099,P322,1
SALE003653,2025-05-11,ST041,P396,1
SALE003654,2024-01-14,ST062,P562,4
SALE003655,2025-08-01,ST078,P646,1
SALE003656,2024-07-23,ST043,P124,3
SALE003657,2025-07-15,ST032,P322,1
SALE003658,2023-09-19,ST071,P396,1
SALE003659,2024-03-31,ST069,P396,1
SALE003660,2024-11-23,ST069,P688,2
SALE003661,2023-12-28,ST050,P061,6
SALE003662,2024-12-30,ST054,P428,6
SALE003663,2025-06-19,ST096,P175,1
SALE003664,2024-04-08,ST031,P299,2
SALE003665,2023-10-21,ST003,P299,4
SALE003666,2024-05-14,ST018,P814,1
SALE003667,2024-02-03,ST008,P794,2
SALE003668,2024-07-12,ST100,P688,1
SALE003669,2023-11-25,ST038,P360,6
SALE003670,2024-07-08,ST054,P191,2
SALE003671,2025-07-02,ST008,P607,1
SALE003672,2024-05-09,ST016,P865,1
SALE003673,2024-07-15,ST091,P129,1
SALE003674,2024-12-31,ST094,P009,2
SALE003675,2025-01-19,ST055,P313,3
SALE003676,2025-02-03,ST014,P540,1
SALE003677,2024-04-30,ST010,P370,1
SALE003678,2024-08-05,ST077,P718,1
SALE003679,2024-11-12,ST004,P131,2
SALE003680,2025-02-10,ST019,P060,1
SALE003681,2023-12-02,ST010,P003,2
SALE003682,2024-10-31,ST054,P135,1
SALE003683,2025-02-13,ST061,P606,5
SALE003684,2024-06-13,ST090,P847,1
SALE003685,2024-04-27,ST061,P344,1
SALE003686,2025-02-23,ST044,P356,3
SALE003687,2023-09-28,ST089,P003,1
SALE003688,2024-05-06,ST015,P140,3
SALE003689,2024-04-18,ST005,P492,1
SALE003690,2025-07-14,ST023,P398,1
SALE003691,2024-10-24,ST002,P330,1
SALE003692,2023-09-27,ST055,P551,1
SALE003693,2023-11-05,ST059,P463,2
SALE003694,2025-07-06,ST034,P805,3
SALE003695,2024-12-10,ST065,P253,2
SALE003696,2025-01-30,ST055,P821,1
SALE003697,2023-10-17,ST035,P875,1
SALE003698,2024-03-02,ST067,P317,1
SALE003699,2024-09-25,ST017,P606,4
SALE003700,2025-01-28,ST080,P039,4
SALE003701,2024-08-11,ST024,P690,1
SALE003702,2023-12-09,ST072,P492,2
SALE003703,2023-11-11,ST010,P688,2
SALE003704,2024-02-18,ST060,P370,1
SALE003705,2024-02-25,ST084,P526,1
SALE003706,2024-01-14,ST049,P143,1
SALE003707,2023-10-11,ST048,P528,1
SALE003708,2025-04-20,ST035,P105,1
SALE003709,2023-12-19,ST010,P304,2
SALE003710,2023-12-23,ST100,P705,2
SALE003711,2024-07-11,ST031,P244,1
SALE003712,2024-09-08,ST070,P105,1
SALE003713,2024-10-03,ST028,P491,1
SALE003714,2025-05-14,ST097,P794,1
SALE003715,2024-02-27,ST071,P167,1
SALE003716,2023-09-21,ST031,P213,3
SALE003717,2023-11-14,ST073,P022,4
SALE003718,2025-04-10,ST006,P022,1
SALE003719,2023-10-08,ST040,P002,1
SALE003720,2024-12-16,ST046,P609,8
SALE003721,2025-06-17,ST065,P165,3
SALE003722,2024-10-09,ST097,P327,1
SALE003723,2023-12-20,ST046,P875,2
SALE003724,2023-10-13,ST090,P547,2
SALE003725,2024-11-09,ST053,P766,6
SALE003726,2023-12-21,ST013,P398,2
SALE003727,2025-04-28,ST100,P135,3
SALE003728,2024-01-19,ST049,P370,1
SALE003729,2023-10-10,ST005,P245,1
SALE003730,2024-09-25,ST088,P360,3
SALE003731,2025-01-28,ST012,P859,1
SALE003732,2025-05-28,ST030,P754,1
SALE003733,2025-05-17,ST088,P537,3
SALE003734,2023-10-29,ST021,P896,3
SALE003735,2023-11-04,ST067,P896,6
SALE003736,2024-08-05,ST084,P419,2
SALE003737,2024-08-05,ST058,P640,2
SALE003738,2024-02-20,ST038,P299,4
SALE003739,2023-09-21,ST006,P761,1
SALE003740,2023-10-19,ST100,P551,1
SALE003741,2023-12-15,ST031,P169,6
SALE003742,2025-07-21,ST078,P060,1
SALE003743,2024-05-21,ST020,P479,2
SALE003744,2025-06-12,ST013,P669,3
SALE003745,2024-10-02,ST019,P617,1
SALE003746,2023-10-28,ST040,P454,1
SALE003747,2025-08-04,ST012,P398,1
SALE003748,2023-09-17,ST059,P259,1
SALE003749,2023-11-19,ST038,P140,4
SALE003750,2024-01-02,ST074,P307,1
SALE003751,2024-05-04,ST010,P154,2
SALE003752,2025-05-01,ST034,P895,2
SALE003753,2024-06-21,ST098,P747,1
SALE003754,2025-05-08,ST084,P816,1
SALE003755,2024-03-17,ST016,P875,1
SALE003756,2024-07-22,ST063,P015,3
SALE003757,2025-04-16,ST037,P334,3
SALE003758,2025-05-01,ST088,P122,2
SALE003759,2023-12-13,ST066,P705,6
SALE003760,2024-03-23,ST048,P061,2
SALE003761,2024-10-23,ST065,P357,3
SALE003762,2025-02-25,ST006,P513,1
SALE003763,2025-07-13,ST083,P039,2
SALE003764,2024-10-17,ST090,P688,1
SALE003765,2024-04-23,ST002,P140,1
SALE003766,2024-01-29,ST038,P317,1
SALE003767,2024-09-25,ST073,P334,1
SALE003768,2024-03-14,ST029,P327,1
SALE003769,2023-12-28,ST060,P543,4
SALE003770,2024-04-02,ST060,P369,1
SALE003771,2025-04-17,ST069,P766,2
SALE003772,2025-03-13,ST014,P064,1
SALE003773,2024-11-15,ST094,P105,2
SALE003774,2023-12-21,ST051,P617,2
SALE003775,2025-05-27,ST026,P334,1
SALE003776,2023-10-24,ST041,P279,3
SALE003777,2025-03-17,ST063,P170,3
SALE003778,2023-12-22,ST061,P115,2
SALE003779,2024-11-17,ST059,P014,2
SALE003780,2024-06-02,ST020,P847,1
SALE003781,2023-12-19,ST019,P521,4
SALE003782,2025-01-10,ST073,P009,1
SALE003783,2024-11-02,ST077,P626,2
SALE003784,2024-04-18,ST047,P642,2
SALE003785,2024-01-20,ST028,P038,1
SALE003786,2024-08-22,ST098,P551,1
SALE003787,2023-12-05,ST035,P200,2
SALE003788,2025-08-18,ST011,P129,1
SALE003789,2024-02-27,ST036,P334,2
SALE003790,2024-01-08,ST092,P357,2
SALE003791,2024-02-25,ST068,P170,2
SALE003792,2023-10-08,ST024,P695,1
SALE003793,2025-07-21,ST055,P279,2
SALE003794,2024-08-28,ST022,P165,1
SALE003795,2024-03-30,ST054,P375,3
SALE003796,2024-01-02,ST089,P640,3
SALE003797,2024-09-15,ST056,P297,3
SALE003798,2023-11-16,ST074,P327,2
SALE003799,2023-09-16,ST002,P466,1
SALE003800,2025-08-27,ST077,P165,1
SALE003801,2025-04-29,ST093,P543,3
SALE003802,2025-04-05,ST019,P263,3
SALE003803,2024-08-07,ST096,P690,1
SALE003804,2024-05-31,ST094,P260,1
SALE003805,2023-12-06,ST020,P766,2
SALE003806,2024-11-10,ST064,P718,2
SALE003807,2025-05-26,ST015,P646,1
SALE003808,2024-05-01,ST087,P344,1
SALE003809,2024-04-18,ST067,P598,2
SALE003810,2025-05-25,ST017,P521,3
SALE003811,2024-01-14,ST075,P091,1
SALE003812,2024-03-02,ST028,P607,1
SALE003813,2024-10-10,ST025,P347,3
SALE003814,2024-10-27,ST100,P143,1
SALE003815,2023-11-13,ST049,P170,2
SALE003816,2025-06-04,ST025,P875,1
SALE003817,2023-10-07,ST074,P859,1
SALE003818,2025-04-26,ST048,P673,1
SALE003819,2025-07-03,ST003,P251,1
SALE003820,2025-03-22,ST040,P398,1
SALE003821,2023-12-11,ST016,P563,2
SALE003822,2023-11-04,ST084,P898,2
SALE003823,2025-02-05,ST053,P344,1
