claim_id,claim_date,sale_id,repair_status
CLAIM01059,2024-04-27,SALE009480,Completed
CLAIM01060,2024-08-22,SALE019804,Completed
CLAIM01061,2025-05-08,SALE002348,Completed
CLAIM01062,2025-08-25,SALE000967,Completed
CLAIM01063,2025-03-29,SALE011505,Completed
CLAIM01064,2024-09-22,SALE002604,In Progress
CLAIM01065,2024-12-03,SALE017679,Completed
CLAIM01066,2025-08-13,SALE016535,In Progress
CLAIM01067,2025-02-28,SALE016662,Pending Parts
CLAIM01068,2023-11-06,SALE011584,Completed
CLAIM01069,2024-05-17,SALE014580,Completed
CLAIM01070,2025-08-01,SALE017923,Completed
CLAIM01071,2025-07-02,SALE014415,Pending Parts
CLAIM01072,2024-09-19,SALE019768,In Progress
CLAIM01073,2024-11-11,SALE006122,Pending Parts
CLAIM01074,2025-01-11,SALE017346,Completed
CLAIM01075,2025-06-24,SALE000496,Completed
CLAIM01076,2025-08-24,SALE018543,In Progress
CLAIM01077,2024-01-08,SALE011145,Completed
CLAIM01078,2025-02-06,SALE015804,Completed
CLAIM01079,2025-08-29,SALE005902,Completed
CLAIM01080,2025-08-10,SALE016704,Completed
CLAIM01081,2024-07-07,SALE007939,Pending Parts
CLAIM01082,2024-05-13,SALE014605,Replaced
CLAIM01083,2024-01-30,SALE016988,Completed
CLAIM01084,2024-10-10,SALE006507,Pending Parts
CLAIM01085,2025-02-28,SALE000398,Completed
CLAIM01086,2025-08-01,SALE002333,Completed
CLAIM01087,2025-09-01,SALE019820,Completed
CLAIM01088,2025-07-19,SALE018431,Replaced
CLAIM01089,2025-07-03,SALE014162,Replaced
CLAIM01090,2025-08-31,SALE011842,In Progress
CLAIM01091,2025-01-08,SALE017126,Completed
CLAIM01092,2025-06-03,SALE009582,In Progress
CLAIM01093,2024-07-03,SALE013246,Completed
CLAIM01094,2025-03-10,SALE000581,Pending Parts
CLAIM01095,2024-05-28,SALE014775,Completed
CLAIM01096,2025-08-31,SALE009580,Completed
CLAIM01097,2024-06-23,SALE011190,Completed
CLAIM01098,2025-08-11,SALE013748,Completed
CLAIM01099,2025-08-29,SALE005157,In Progress
CLAIM01100,2024-10-27,SALE010466,In Progress
CLAIM01101,2025-07-26,SALE012360,Pending Parts
CLAIM01102,2025-08-26,SALE015328,Pending Parts
CLAIM01103,2024-10-05,SALE000117,In Progress
CLAIM01104,2024-03-12,SALE006856,Completed
CLAIM01105,2025-05-23,SALE005130,Pending Parts
CLAIM01106,2025-08-25,SALE014664,Completed
CLAIM01107,2025-03-29,SALE003258,Completed
CLAIM01108,2025-05-20,SALE017508,Pending Parts
CLAIM01109,2024-11-22,SALE016633,Completed
CLAIM01110,2025-06-09,SALE014656,In Progress
CLAIM01111,2024-11-13,SALE011688,Replaced
CLAIM01112,2025-02-10,SALE017053,In Progress
CLAIM01113,2025-06-18,SALE014812,Completed
CLAIM01114,2025-06-24,SALE019002,Pending Parts
CLAIM01115,2024-09-10,SALE001752,Pending Parts
CLAIM01116,2025-05-21,SALE018094,Completed
CLAIM01117,2024-08-15,SALE001045,In Progress
CLAIM01118,2024-12-07,SALE004331,In Progress
CLAIM01119,2024-12-29,SALE001133,Completed
CLAIM01120,2024-04-23,SALE015914,Pending Parts
CLAIM01121,2025-08-27,SALE011188,Completed
CLAIM01122,2025-01-28,SALE004158,Completed
CLAIM01123,2023-12-17,SALE001496,In Progress
CLAIM01124,2025-06-19,SALE008261,Completed
CLAIM01125,2024-07-27,SALE013120,Completed
CLAIM01126,2025-02-21,SALE001540,In Progress
CLAIM01127,2025-06-25,SALE015163,Replaced
CLAIM01128,2024-11-07,SALE009422,Completed
CLAIM01129,2024-09-27,SALE006821,Completed
CLAIM01130,2025-08-25,SALE019487,Completed
CLAIM01131,2025-08-06,SALE013072,In Progress
CLAIM01132,2024-06-08,SALE008510,Pending Parts
CLAIM01133,2025-05-21,SALE017465,Pending Parts
CLAIM01134,2024-06-02,SALE008238,In Progress
CLAIM01135,2024-04-07,SALE015729,Completed
CLAIM01136,2024-01-02,SALE016218,Completed
CLAIM01137,2025-07-04,SALE006231,Completed
CLAIM01138,2025-08-19,SALE005497,Completed
CLAIM01139,2025-07-17,SALE001358,Completed
CLAIM01140,2023-12-25,SALE004884,In Progress
CLAIM01141,2024-10-05,SALE009761,Completed
CLAIM01142,2025-01-01,SALE008369,Completed
CLAIM01143,2025-06-27,SALE008812,Completed
CLAIM01144,2024-10-09,SALE000427,Completed
CLAIM01145,2024-04-27,SALE015653,In Progress
CLAIM01146,2024-08-02,SALE007718,Completed
CLAIM01147,2024-10-14,SALE003318,Completed
CLAIM01148,2025-07-07,SALE018814,Replaced
CLAIM01149,2025-08-03,SALE015853,Completed
CLAIM01150,2024-07-09,SALE002645,Completed
CLAIM01151,2025-08-14,SALE017742,Completed
CLAIM01152,2024-04-02,SALE019246,Completed
CLAIM01153,2023-12-07,SALE003959,Completed
CLAIM01154,2024-07-15,SALE002215,Completed
CLAIM01155,2025-04-23,SALE005927,Completed
CLAIM01156,2024-09-06,SALE001899,Pending Parts
CLAIM01157,2024-09-03,SALE006418,Completed
CLAIM01158,2025-03-03,SALE013028,In Progress
CLAIM01159,2024-09-11,SALE016001,Pending Parts
CLAIM01160,2025-01-22,SALE005892,Replaced
CLAIM01161,2025-06-14,SALE002360,Completed
CLAIM01162,2025-01-26,SALE012937,Completed
CLAIM01163,2025-08-26,SALE008280,Completed
CLAIM01164,2025-05-09,SALE004107,In Progress
CLAIM01165,2023-12-22,SALE014207,In Progress
CLAIM01166,2024-03-25,SALE002706,Completed
CLAIM01167,2024-08-26,SALE019213,Completed
CLAIM01168,2025-05-16,SALE013603,Completed
CLAIM01169,2025-07-24,SALE013773,Completed
CLAIM01170,2025-03-27,SALE008998,Completed
CLAIM01171,2025-08-07,SALE015841,In Progress
CLAIM01172,2024-10-07,SALE019660,Completed
CLAIM01173,2024-04-29,SALE000957,Completed
CLAIM01174,2025-06-12,SALE016015,In Progress
CLAIM01175,2024-05-02,SALE018781,Completed
CLAIM01176,2024-01-13,SALE007205,Completed
CLAIM01177,2025-02-04,SALE011357,Pending Parts
CLAIM01178,2025-02-15,SALE005995,Completed
CLAIM01179,2025-08-05,SALE014516,Completed
CLAIM01180,2025-06-05,SALE011196,In Progress
CLAIM01181,2024-10-07,SALE018832,Completed
CLAIM01182,2025-08-19,SALE012016,Completed
CLAIM01183,2025-07-27,SALE004430,Completed
CLAIM01184,2025-03-08,SALE000818,Completed
CLAIM01185,2024-06-04,SALE017817,In Progress
CLAIM01186,2025-08-16,SALE008126,Completed
CLAIM01187,2024-11-04,SALE003487,Pending Parts
CLAIM01188,2024-05-23,SALE019951,Completed
CLAIM01189,2025-08-02,SALE000375,Pending Parts
CLAIM01190,2025-07-24,SALE000170,In Progress
CLAIM01191,2024-11-15,SALE019954,Completed
CLAIM01192,2024-06-05,SALE012657,Completed
CLAIM01193,2025-03-13,SALE019544,Pending Parts
CLAIM01194,2024-08-12,SALE019647,Completed
CLAIM01195,2025-06-29,SALE007249,Completed
CLAIM01196,2025-06-04,SALE005849,Completed
CLAIM01197,2024-11-06,SALE002969,In Progress
CLAIM01198,2025-08-27,SALE010831,In Progress
CLAIM01199,2025-05-28,SALE005189,Pending Parts
CLAIM01200,2025-08-17,SALE018637,Replaced
CLAIM01201,2025-06-07,SALE001532,In Progress
CLAIM01202,2025-04-23,SALE001947,Completed
CLAIM01203,2025-09-01,SALE016132,In Progress
CLAIM01204,2025-04-13,SALE009674,Pending Parts
CLAIM01205,2024-02-25,SALE002277,In Progress
CLAIM01206,2024-09-21,SALE012557,Completed
CLAIM01207,2023-12-12,SALE019862,Completed
CLAIM01208,2025-06-09,SALE008776,Replaced
CLAIM01209,2025-07-05,SALE006908,Completed
CLAIM01210,2025-03-21,SALE001235,In Progress
CLAIM01211,2025-09-04,SALE018018,In Progress
CLAIM01212,2025-01-17,SALE012380,Completed
CLAIM01213,2025-07-11,SALE000794,Completed
CLAIM01214,2025-07-22,SALE009725,In Progress
CLAIM01215,2025-04-09,SALE004862,Completed
CLAIM01216,2024-02-28,SALE018227,In Progress
CLAIM01217,2025-03-09,SALE007706,Completed
CLAIM01218,2025-05-06,SALE019738,Completed
CLAIM01219,2024-10-13,SALE013036,Pending Parts
CLAIM01220,2025-05-11,SALE016081,Completed
CLAIM01221,2025-03-30,SALE004598,Replaced
CLAIM01222,2024-10-09,SALE006956,Completed
CLAIM01223,2024-12-14,SALE004283,Pending Parts
CLAIM01224,2025-02-28,SALE009854,Completed
CLAIM01225,2025-04-15,SALE012517,Completed
CLAIM01226,2024-04-03,SALE008262,In Progress
CLAIM01227,2024-08-11,SALE009201,In Progress
CLAIM01228,2025-08-24,SALE015539,Completed
CLAIM01229,2024-04-20,SALE003791,In Progress
CLAIM01230,2025-03-30,SALE001250,Replaced
CLAIM01231,2024-12-19,SALE012478,Completed
CLAIM01232,2025-09-03,SALE001581,Completed
CLAIM01233,2025-02-06,SALE012893,Completed
CLAIM01234,2025-06-02,SALE002009,Completed
CLAIM01235,2024-06-25,SALE014093,In Progress
CLAIM01236,2024-04-23,SALE014884,In Progress
CLAIM01237,2025-05-09,SALE007763,Completed
CLAIM01238,2025-08-17,SALE016104,Completed
CLAIM01239,2025-03-13,SALE014849,Pending Parts
CLAIM01240,2024-11-01,SALE017314,Completed
CLAIM01241,2025-06-25,SALE017421,Completed
CLAIM01242,2025-04-03,SALE019486,In Progress
CLAIM01243,2024-10-15,SALE002373,Completed
CLAIM01244,2025-01-15,SALE019080,Completed
CLAIM01245,2024-05-06,SALE004006,Completed
CLAIM01246,2024-11-12,SALE017806,Completed
CLAIM01247,2025-07-10,SALE003863,In Progress
CLAIM01248,2025-07-03,SALE001290,Completed
CLAIM01249,2023-12-27,SALE001965,Completed
CLAIM01250,2025-08-29,SALE015045,Completed
CLAIM01251,2024-08-10,SALE005274,Completed
CLAIM01252,2024-05-15,SALE000834,Completed
CLAIM01253,2025-07-05,SALE016508,Replaced
CLAIM01254,2023-12-06,SALE008429,Pending Parts
CLAIM01255,2024-08-10,SALE015432,Completed
CLAIM01256,2024-03-10,SALE017468,Completed
CLAIM01257,2025-05-02,SALE001524,Completed
CLAIM01258,2025-09-02,SALE003432,Completed
CLAIM01259,2025-03-23,SALE003114,In Progress
CLAIM01260,2025-08-23,SALE014946,Completed
CLAIM01261,2025-02-27,SALE001998,In Progress
CLAIM01262,2025-08-31,SALE011300,Replaced
CLAIM01263,2025-04-09,SALE012803,In Progress
CLAIM01264,2025-01-14,SALE008895,Completed
CLAIM01265,2025-08-26,SALE015236,Completed
CLAIM01266,2024-07-26,SALE014044,Pending Parts
CLAIM01267,2024-02-19,SALE010848,Pending Parts
CLAIM01268,2025-08-25,SALE017674,Completed
CLAIM01269,2025-01-26,SALE012137,Completed
CLAIM01270,2025-05-10,SALE014895,Completed
CLAIM01271,2025-03-27,SALE011950,In Progress
CLAIM01272,2025-02-18,SALE014742,Completed
CLAIM01273,2025-05-22,SALE000698,Completed
CLAIM01274,2025-07-26,SALE007382,In Progress
CLAIM01275,2025-07-05,SALE007371,In Progress
CLAIM01276,2025-07-07,SALE013057,Completed
CLAIM01277,2024-11-24,SALE015112,In Progress
CLAIM01278,2025-06-16,SALE010493,Pending Parts
CLAIM01279,2025-05-08,SALE009159,Completed
CLAIM01280,2024-06-08,SALE016031,Pending Parts
CLAIM01281,2024-10-10,SALE002724,Completed
CLAIM01282,2025-05-08,SALE000680,Completed
CLAIM01283,2025-07-13,SALE007126,Completed
CLAIM01284,2025-05-05,SALE015830,Completed
CLAIM01285,2024-11-06,SALE017343,Completed
CLAIM01286,2024-08-18,SALE009253,Replaced
CLAIM01287,2024-12-01,SALE017693,In Progress
CLAIM01288,2025-08-25,SALE013180,Completed
CLAIM01289,2024-08-20,SALE010306,Completed
CLAIM01290,2025-02-13,SALE005317,Completed
CLAIM01291,2025-05-13,SALE007118,Completed
CLAIM01292,2024-06-13,SALE001409,Completed
CLAIM01293,2024-09-03,SALE017631,In Progress
CLAIM01294,2025-07-23,SALE000147,Pending Parts
CLAIM01295,2024-09-09,SALE009471,Replaced
CLAIM01296,2024-06-21,SALE010349,Completed
CLAIM01297,2024-01-01,SALE007013,Completed
CLAIM01298,2025-03-17,SALE006344,In Progress
CLAIM01299,2024-11-13,SALE008670,Completed
CLAIM01300,2025-09-04,SALE019053,Completed
CLAIM01301,2025-08-21,SALE000813,Completed
CLAIM01302,2024-04-27,SALE008643,Completed
CLAIM01303,2025-04-03,SALE017845,Completed
CLAIM01304,2024-05-20,SALE005705,Pending Parts
CLAIM01305,2024-11-04,SALE000854,Completed
CLAIM01306,2024-10-08,SALE015172,Completed
CLAIM01307,2025-06-06,SALE019540,Completed
CLAIM01308,2025-08-23,SALE000071,Completed
CLAIM01309,2024-09-11,SALE000769,Pending Parts
CLAIM01310,2024-11-23,SALE005044,Completed
CLAIM01311,2025-06-21,SALE012867,In Progress
CLAIM01312,2025-08-20,SALE015356,Completed
CLAIM01313,2024-02-14,SALE011453,In Progress
CLAIM01314,2025-08-29,SALE011061,Completed
CLAIM01315,2024-05-30,SALE008582,Completed
CLAIM01316,2025-04-21,SALE014637,In Progress
CLAIM01317,2025-08-20,SALE011378,In Progress
CLAIM01318,2025-05-16,SALE006630,Completed
CLAIM01319,2024-11-21,SALE014227,Completed
CLAIM01320,2025-04-05,SALE009523,Completed
CLAIM01321,2024-09-24,SALE002929,Completed
CLAIM01322,2024-03-13,SALE013907,Completed
CLAIM01323,2024-11-09,SALE006909,Pending Parts
CLAIM01324,2024-04-11,SALE017335,Completed
CLAIM01325,2024-12-21,SALE004572,Completed
CLAIM01326,2025-01-20,SALE011191,In Progress
CLAIM01327,2025-03-08,SALE002644,Completed
CLAIM01328,2025-02-25,SALE003412,In Progress
CLAIM01329,2024-06-01,SALE015438,Completed
CLAIM01330,2025-01-18,SALE004623,Completed
CLAIM01331,2025-04-04,SALE018683,Completed
CLAIM01332,2025-09-04,SALE001727,Pending Parts
CLAIM01333,2024-05-02,SALE006307,Completed
CLAIM01334,2025-08-31,SALE011435,Pending Parts
CLAIM01335,2024-09-15,SALE016612,In Progress
CLAIM01336,2023-11-21,SALE005370,Completed
CLAIM01337,2024-04-26,SALE002941,Pending Parts
CLAIM01338,2025-08-31,SALE015555,In Progress
CLAIM01339,2025-08-11,SALE005744,In Progress
CLAIM01340,2023-12-06,SALE012724,Pending Parts
CLAIM01341,2024-11-03,SALE007377,Pending Parts
CLAIM01342,2025-09-03,SALE019762,Completed
CLAIM01343,2024-09-25,SALE018828,Completed
CLAIM01344,2025-09-05,SALE017829,Completed
CLAIM01345,2024-11-06,SALE019301,In Progress
CLAIM01346,2025-03-06,SALE008462,Pending Parts
CLAIM01347,2024-08-27,SALE018134,In Progress
CLAIM01348,2025-02-10,SALE018857,Completed
CLAIM01349,2024-05-09,SALE017540,Completed
CLAIM01350,2025-08-12,SALE016893,Completed
CLAIM01351,2025-06-16,SALE014066,Completed
CLAIM01352,2025-08-03,SALE002592,Completed
CLAIM01353,2025-01-24,SALE003517,Completed
CLAIM01354,2025-07-25,SALE005449,Completed
CLAIM01355,2025-02-22,SALE012037,Completed
CLAIM01356,2024-09-21,SALE016454,Completed
CLAIM01357,2025-07-07,SALE000679,Completed
CLAIM01358,2024-09-24,SALE009916,Completed
CLAIM01359,2024-03-31,SALE009980,Completed
CLAIM01360,2025-08-25,SALE007592,Completed
CLAIM01361,2024-11-02,SALE001969,Completed
CLAIM01362,2025-06-09,SALE018782,Completed
CLAIM01363,2025-05-10,SALE010439,Completed
CLAIM01364,2025-08-29,SALE015219,In Progress
CLAIM01365,2024-10-22,SALE015851,Pending Parts
CLAIM01366,2024-07-07,SALE018879,Completed
CLAIM01367,2025-07-07,SALE003040,Completed
CLAIM01368,2024-03-18,SALE003275,Replaced
CLAIM01369,2024-07-02,SALE004376,Completed
CLAIM01370,2025-04-25,SALE019932,Completed
CLAIM01371,2024-08-30,SALE003507,Completed
CLAIM01372,2025-07-18,SALE019642,Completed
CLAIM01373,2025-06-13,SALE016926,Completed
CLAIM01374,2025-07-07,SALE003464,Pending Parts
CLAIM01375,2025-08-30,SALE000026,In Progress
CLAIM01376,2023-12-07,SALE018504,Completed
CLAIM01377,2025-08-09,SALE017394,In Progress
CLAIM01378,2024-11-15,SALE003105,Completed
CLAIM01379,2025-03-02,SALE014873,In Progress
CLAIM01380,2024-05-13,SALE013618,Completed
CLAIM01381,2025-07-13,SALE014055,Pending Parts
CLAIM01382,2024-02-20,SALE007635,Completed
CLAIM01383,2024-12-23,SALE012041,Completed
CLAIM01384,2025-08-28,SALE004218,Completed
CLAIM01385,2025-04-06,SALE002794,Completed
CLAIM01386,2024-09-06,SALE010939,Completed
CLAIM01387,2024-06-04,SALE004989,Completed
CLAIM01388,2024-11-02,SALE013705,Pending Parts
CLAIM01389,2025-04-10,SALE015860,Replaced
CLAIM01390,2024-08-12,SALE006619,Completed
CLAIM01391,2024-10-19,SALE014799,Completed
CLAIM01392,2025-07-01,SALE003754,Pending Parts
CLAIM01393,2023-11-24,SALE019784,In Progress
CLAIM01394,2025-07-11,SALE000410,Pending Parts
CLAIM01395,2024-10-02,SALE018888,Completed
CLAIM01396,2024-01-15,SALE000216,Completed
CLAIM01397,2025-06-05,SALE012942,In Progress
CLAIM01398,2025-08-10,SALE019211,In Progress
CLAIM01399,2025-02-24,SALE013449,Completed
CLAIM01400,2025-08-02,SALE017236,Completed
CLAIM01401,2025-07-09,SALE014194,Pending Parts
CLAIM01402,2025-05-06,SALE008982,Completed
CLAIM01403,2024-05-13,SALE013736,In Progress
CLAIM01404,2024-12-21,SALE010065,Pending Parts
CLAIM01405,2025-08-26,SALE003305,Completed
CLAIM01406,2025-07-06,SALE009530,Completed
CLAIM01407,2024-09-18,SALE015489,In Progress
CLAIM01408,2024-11-18,SALE007708,Pending Parts
CLAIM01409,2025-03-10,SALE011467,Completed
CLAIM01410,2024-11-11,SALE010187,Completed
CLAIM01411,2024-10-31,SALE014016,Completed
CLAIM01412,2024-09-02,SALE017999,Replaced
CLAIM01413,2024-02-28,SALE011000,Pending Parts
CLAIM01414,2025-08-04,SALE006273,Completed
CLAIM01415,2025-08-08,SALE015290,Completed
CLAIM01416,2025-02-11,SALE009563,In Progress
CLAIM01417,2025-01-26,SALE006087,Completed
CLAIM01418,2024-08-15,SALE011233,Completed
CLAIM01419,2025-01-17,SALE005650,Pending Parts
CLAIM01420,2025-07-11,SALE010405,Completed
CLAIM01421,2025-07-07,SALE015053,Pending Parts
CLAIM01422,2024-12-01,SALE014558,Replaced
CLAIM01423,2024-08-31,SALE012447,Completed
CLAIM01424,2024-08-19,SALE017642,Pending Parts
CLAIM01425,2024-08-21,SALE016100,Pending Parts
CLAIM01426,2024-08-20,SALE019228,Completed
CLAIM01427,2024-07-05,SALE007246,Completed
CLAIM01428,2024-01-06,SALE012253,Completed
CLAIM01429,2025-03-26,SALE002898,Completed
CLAIM01430,2024-08-02,SALE012715,Completed
CLAIM01431,2024-02-24,SALE012641,Completed
CLAIM01432,2024-12-28,SALE001115,Completed
CLAIM01433,2024-02-27,SALE007359,In Progress
CLAIM01434,2025-08-30,SALE005279,In Progress
CLAIM01435,2024-04-07,SALE008165,Completed
CLAIM01436,2025-01-25,SALE019285,Completed
CLAIM01437,2025-07-29,SALE000988,Completed
CLAIM01438,2025-06-23,SALE003272,Completed
CLAIM01439,2025-07-05,SALE008685,In Progress
CLAIM01440,2025-09-04,SALE000557,Completed
CLAIM01441,2025-06-06,SALE011566,Completed
CLAIM01442,2024-01-16,SALE002025,In Progress
CLAIM01443,2024-10-07,SALE018930,Completed
CLAIM01444,2024-08-05,SALE002513,Pending Parts
CLAIM01445,2024-06-25,SALE011507,Completed
CLAIM01446,2024-09-06,SALE003199,In Progress
CLAIM01447,2024-11-17,SALE012452,In Progress
CLAIM01448,2025-06-27,SALE007291,Pending Parts
CLAIM01449,2024-07-15,SALE004615,Replaced
CLAIM01450,2025-05-31,SALE019897,Completed
CLAIM01451,2025-05-05,SALE001900,Completed
CLAIM01452,2025-04-20,SALE010059,Completed
CLAIM01453,2025-08-29,SALE015980,Pending Parts
CLAIM01454,2025-02-18,SALE018576,Completed
CLAIM01455,2025-04-16,SALE004947,In Progress
CLAIM01456,2024-04-03,SALE011036,Pending Parts
CLAIM01457,2025-02-07,SALE013716,Replaced
CLAIM01458,2025-05-14,SALE002468,Completed
CLAIM01459,2025-01-28,SALE002998,Completed
CLAIM01460,2025-07-29,SALE011843,Pending Parts
CLAIM01461,2024-07-22,SALE011291,In Progress
CLAIM01462,2025-09-03,SALE007535,Replaced
CLAIM01463,2024-09-22,SALE007541,Completed
CLAIM01464,2024-11-06,SALE019620,Completed
CLAIM01465,2024-11-17,SALE019412,In Progress
CLAIM01466,2025-05-03,SALE003003,Pending Parts
CLAIM01467,2025-08-26,SALE012896,Pending Parts
CLAIM01468,2025-05-28,SALE004120,Completed
CLAIM01469,2025-02-01,SALE000568,In Progress
CLAIM01470,2024-07-26,SALE014235,In Progress
CLAIM01471,2025-08-17,SALE006069,Completed
CLAIM01472,2025-03-15,SALE017942,Completed
CLAIM01473,2025-07-11,SALE016675,Pending Parts
CLAIM01474,2025-09-04,SALE002854,Completed
CLAIM01475,2025-06-08,SALE010516,Completed
CLAIM01476,2025-07-30,SALE013390,Pending Parts
CLAIM01477,2025-08-31,SALE013029,Completed
CLAIM01478,2024-09-11,SALE001756,Completed
CLAIM01479,2025-08-19,SALE006325,Completed
CLAIM01480,2025-07-26,SALE000876,Completed
CLAIM01481,2025-03-23,SALE018996,Completed
CLAIM01482,2025-06-23,SALE001901,Completed
CLAIM01483,2025-06-17,SALE011514,Replaced
CLAIM01484,2024-10-22,SALE002748,Pending Parts
CLAIM01485,2025-06-13,SALE017105,Replaced
CLAIM01486,2024-04-10,SALE007061,Completed
CLAIM01487,2025-05-25,SALE008620,In Progress
CLAIM01488,2025-08-24,SALE006555,Completed
CLAIM01489,2024-06-24,SALE008983,Completed
CLAIM01490,2025-03-30,SALE006712,Completed
CLAIM01491,2025-08-24,SALE013351,Pending Parts
CLAIM01492,2025-08-27,SALE008182,Completed
CLAIM01493,2025-05-05,SALE010543,Completed
CLAIM01494,2025-01-17,SALE014258,In Progress
CLAIM01495,2025-07-21,SALE017284,Completed
CLAIM01496,2025-01-29,SALE002007,In Progress
CLAIM01497,2024-07-03,SALE017115,Completed
CLAIM01498,2024-04-12,SALE016344,Completed
CLAIM01499,2025-09-04,SALE014514,Completed
CLAIM01500,2024-11-30,SALE008154,In Progress
CLAIM01501,2024-10-17,SALE009319,Completed
CLAIM01502,2024-09-20,SALE015966,Pending Parts
CLAIM01503,2025-06-02,SALE004751,Pending Parts
CLAIM01504,2023-10-30,SALE009660,Completed
CLAIM01505,2025-07-13,SALE008539,Replaced
CLAIM01506,2025-05-20,SALE003084,Completed
CLAIM01507,2025-02-16,SALE018679,Pending Parts
CLAIM01508,2025-08-22,SALE015197,Completed
CLAIM01509,2024-07-21,SALE012703,Completed
CLAIM01510,2024-07-20,SALE004727,Completed
CLAIM01511,2025-07-10,SALE003092,Completed
CLAIM01512,2025-02-14,SALE017590,Completed
CLAIM01513,2025-06-23,SALE016082,Completed
CLAIM01514,2025-07-03,SALE009511,Completed
CLAIM01515,2025-01-07,SALE007911,Completed
CLAIM01516,2025-02-11,SALE000675,Completed
CLAIM01517,2025-06-20,SALE013340,Completed
CLAIM01518,2025-08-14,SALE009374,Completed
CLAIM01519,2024-09-21,SALE016377,Pending Parts
CLAIM01520,2024-11-19,SALE009877,In Progress
CLAIM01521,2025-08-01,SALE004276,Pending Parts
CLAIM01522,2025-05-15,SALE006588,Completed
CLAIM01523,2025-06-10,SALE004590,Pending Parts
CLAIM01524,2025-07-13,SALE019318,Completed
CLAIM01525,2024-06-29,SALE017311,In Progress
CLAIM01526,2025-07-15,SALE007742,Replaced
CLAIM01527,2025-08-21,SALE009891,In Progress
CLAIM01528,2025-08-11,SALE017122,Pending Parts
CLAIM01529,2024-06-23,SALE015828,Completed
CLAIM01530,2025-08-03,SALE000793,Completed
CLAIM01531,2024-06-19,SALE005645,Completed
CLAIM01532,2025-01-15,SALE010997,Completed
CLAIM01533,2025-04-28,SALE003416,Pending Parts
CLAIM01534,2025-03-03,SALE013784,Completed
CLAIM01535,2024-03-02,SALE005531,In Progress
CLAIM01536,2025-05-02,SALE018356,Completed
CLAIM01537,2025-01-10,SALE001328,Completed
CLAIM01538,2025-08-27,SALE018235,Pending Parts
CLAIM01539,2025-01-13,SALE010230,In Progress
CLAIM01540,2024-10-16,SALE011418,In Progress
CLAIM01541,2025-03-10,SALE008678,Pending Parts
CLAIM01542,2025-05-11,SALE017243,Completed
CLAIM01543,2024-06-07,SALE005059,Completed
CLAIM01544,2025-05-29,SALE012375,Completed
CLAIM01545,2024-01-27,SALE004583,In Progress
CLAIM01546,2025-06-28,SALE014355,In Progress
CLAIM01547,2023-11-11,SALE015624,Completed
CLAIM01548,2025-04-21,SALE006742,Completed
CLAIM01549,2025-08-30,SALE007316,In Progress
CLAIM01550,2025-08-10,SALE003345,Replaced
CLAIM01551,2024-12-17,SALE006136,Replaced
CLAIM01552,2025-06-14,SALE011064,In Progress
CLAIM01553,2024-05-20,SALE017080,Completed
CLAIM01554,2025-08-31,SALE003152,Completed
CLAIM01555,2024-09-08,SALE004281,Pending Parts
CLAIM01556,2024-09-28,SALE018364,In Progress
CLAIM01557,2025-02-22,SALE018736,In Progress
CLAIM01558,2025-06-17,SALE012890,Completed
CLAIM01559,2023-12-17,SALE019906,Completed
CLAIM01560,2025-03-25,SALE007306,Completed
CLAIM01561,2024-11-16,SALE008715,Completed
CLAIM01562,2024-07-02,SALE000231,Completed
CLAIM01563,2025-09-05,SALE008393,Completed
CLAIM01564,2025-05-01,SALE003418,Completed
CLAIM01565,2025-07-01,SALE014495,Completed
CLAIM01566,2024-05-04,SALE008268,In Progress
CLAIM01567,2025-08-11,SALE008561,In Progress
CLAIM01568,2024-10-18,SALE015323,Completed
CLAIM01569,2025-08-12,SALE013938,Completed
CLAIM01570,2025-08-22,SALE011177,Pending Parts
CLAIM01571,2025-02-18,SALE005968,Pending Parts
CLAIM01572,2025-07-11,SALE004229,Completed
CLAIM01573,2025-09-03,SALE009941,Completed
CLAIM01574,2025-05-29,SALE013138,Completed
CLAIM01575,2024-07-02,SALE013144,Pending Parts
CLAIM01576,2025-02-18,SALE016910,Completed
CLAIM01577,2025-08-31,SALE010849,Completed
CLAIM01578,2025-07-16,SALE003763,Completed
CLAIM01579,2024-10-10,SALE013508,Pending Parts
CLAIM01580,2025-07-26,SALE005833,In Progress
CLAIM01581,2025-07-30,SALE002181,Completed
CLAIM01582,2025-09-04,SALE015620,Completed
CLAIM01583,2025-04-29,SALE012148,Completed
CLAIM01584,2025-08-08,SALE002365,Pending Parts
CLAIM01585,2025-09-03,SALE015119,Completed
CLAIM01586,2024-08-19,SALE003419,Completed
CLAIM01587,2025-04-13,SALE008112,Completed
CLAIM01588,2025-02-05,SALE012176,Pending Parts
CLAIM01589,2025-08-18,SALE004705,In Progress
CLAIM01590,2024-07-16,SALE018133,Completed
CLAIM01591,2025-06-03,SALE009735,Replaced
CLAIM01592,2025-02-14,SALE010739,Pending Parts
CLAIM01593,2025-09-04,SALE008538,Completed
CLAIM01594,2025-08-08,SALE014886,Pending Parts
CLAIM01595,2025-08-04,SALE000956,Completed
CLAIM01596,2024-06-06,SALE010719,Completed
CLAIM01597,2024-06-13,SALE000233,Completed
CLAIM01598,2024-05-05,SALE000754,In Progress
CLAIM01599,2025-01-04,SALE011615,Completed
CLAIM01600,2025-03-23,SALE019004,Completed
CLAIM01601,2024-02-29,SALE008514,In Progress
